Date,Open,High,Low,Close,Adj Close,Volume
03-07-2012,19765.41016,19765.41016,19622.36914,19735.5293,19735.5293,1532735700
04-07-2012,19833.83984,19835.13086,19677.44922,19709.75,19709.75,1402212000
05-07-2012,19757.41992,19869.10938,19588.63086,19809.13086,19809.13086,1268796100
06-07-2012,19752.83008,19839.11914,19690.64063,19800.64063,19800.64063,1763031600
09-07-2012,19634.83984,19737.91992,19421.75,19428.08984,19428.08984,1440446900
10-07-2012,19504.41992,19515.89063,19347.23047,19396.35938,19396.35938,1179214100
11-07-2012,19264.58008,19441.11914,19233.75977,19419.86914,19419.86914,1642334000
12-07-2012,19356.78906,19356.78906,18998.30078,19025.10938,19025.10938,2017688200
13-07-2012,19069.35938,19160.49023,19032.58984,19092.63086,19092.63086,1267621700
16-07-2012,19265.33984,19265.33984,19061.66992,19121.33984,19121.33984,1095972800
17-07-2012,19156.96094,19479.2793,19156.96094,19455.33008,19455.33008,1396005600
18-07-2012,19452.24023,19452.24023,19134.57031,19239.88086,19239.88086,1169099100
19-07-2012,19393.44922,19600.32031,19393.44922,19559.05078,19559.05078,1693489600
20-07-2012,19613.7793,19656.10938,19511.90039,19640.80078,19640.80078,1298960700
23-07-2012,19259.35938,19259.35938,18986.19922,19053.4707,19053.4707,1256215800
24-07-2012,19078.14063,19124.96094,18854.32031,18903.19922,18903.19922,929872600
25-07-2012,18762.19922,18925.66016,18710.58984,18877.33008,18877.33008,1332514400
26-07-2012,18870.33008,18961.58008,18793.15039,18892.78906,18892.78906,1112498900
27-07-2012,19165.0293,19330.68945,19162.5293,19274.96094,19274.96094,1570697800
30-07-2012,19505.0293,19593.61914,19478.69922,19585.40039,19585.40039,1452095200
31-07-2012,19661.41016,19840.16016,19618.57031,19796.81055,19796.81055,1856288400
01-08-2012,19646.96094,19898.91992,19646.96094,19820.38086,19820.38086,1798568800
02-08-2012,19784.15039,19786.71094,19651.75977,19690.19922,19690.19922,1229663600
03-08-2012,19553.78906,19673.69922,19454.33008,19666.17969,19666.17969,1153392500
06-08-2012,20052.5,20091.30078,19978.65039,19998.7207,19998.7207,1437034800
